id,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0,19-08-2020,19,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.02409158
1,18-08-2020,18,8,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,2.23964419
2,17-08-2020,17,8,2020,45,5,Afghanistan,AF,AFG,38041757,Asia,2.32901966
3,16-08-2020,16,8,2020,120,7,Afghanistan,AF,AFG,38041757,Asia,2.21072859
4,15-08-2020,15,8,2020,7,0,Afghanistan,AF,AFG,38041757,Asia,1.89528575
5,14-08-2020,14,8,2020,79,9,Afghanistan,AF,AFG,38041757,Asia,2.3185049
6,13-08-2020,13,8,2020,76,10,Afghanistan,AF,AFG,38041757,Asia,2.29747538
7,12-08-2020,12,8,2020,215,32,Afghanistan,AF,AFG,38041757,Asia,2.09769491
8,11-08-2020,11,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,1.80328159
9,10-08-2020,10,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,2.07929408
10,09-08-2020,9,8,2020,39,5,Afghanistan,AF,AFG,38041757,Asia,2.35793526
11,08-08-2020,8,8,2020,78,9,Afghanistan,AF,AFG,38041757,Asia,2.57348786
12,07-08-2020,7,8,2020,41,0,Afghanistan,AF,AFG,38041757,Asia,2.65234858
13,06-08-2020,6,8,2020,67,4,Afghanistan,AF,AFG,38041757,Asia,2.57874525
14,05-08-2020,5,8,2020,82,6,Afghanistan,AF,AFG,38041757,Asia,2.89681678
15,04-08-2020,4,8,2020,37,4,Afghanistan,AF,AFG,38041757,Asia,2.97567749
16,03-08-2020,3,8,2020,0,1,Afghanistan,AF,AFG,38041757,Asia,3.2464326
17,02-08-2020,2,8,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.70382472
18,01-08-2020,1,8,2020,168,12,Afghanistan,AF,AFG,38041757,Asia,3.73536901
19,31-07-2020,31,7,2020,71,0,Afghanistan,AF,AFG,38041757,Asia,3.86943221
20,30-07-2020,30,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,3.88257567
21,29-07-2020,29,7,2020,103,1,Afghanistan,AF,AFG,38041757,Asia,4.55026302
22,28-07-2020,28,7,2020,105,1,Afghanistan,AF,AFG,38041757,Asia,5.02868466
23,27-07-2020,27,7,2020,106,10,Afghanistan,AF,AFG,38041757,Asia,4.76318694
24,26-07-2020,26,7,2020,121,13,Afghanistan,AF,AFG,38041757,Asia,4.48454576
25,25-07-2020,25,7,2020,108,35,Afghanistan,AF,AFG,38041757,Asia,4.38991291
26,24-07-2020,24,7,2020,13,0,Afghanistan,AF,AFG,38041757,Asia,5.30995453
27,23-07-2020,23,7,2020,188,21,Afghanistan,AF,AFG,38041757,Asia,5.9460976
28,22-07-2020,22,7,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,5.60699654
29,21-07-2020,21,7,2020,140,5,Afghanistan,AF,AFG,38041757,Asia,5.8646082
30,20-07-2020,20,7,2020,174,17,Afghanistan,AF,AFG,38041757,Asia,6.63481448
31,19-07-2020,19,7,2020,12,17,Afghanistan,AF,AFG,38041757,Asia,6.91082696
32,18-07-2020,18,7,2020,219,32,Afghanistan,AF,AFG,38041757,Asia,7.79406692
33,17-07-2020,17,7,2020,76,21,Afghanistan,AF,AFG,38041757,Asia,8.01224823
34,16-07-2020,16,7,2020,254,49,Afghanistan,AF,AFG,38041757,Asia,8.30140416
35,15-07-2020,15,7,2020,285,33,Afghanistan,AF,AFG,38041757,Asia,8.47226904
36,14-07-2020,14,7,2020,4,2,Afghanistan,AF,AFG,38041757,Asia,8.4564969
37,13-07-2020,13,7,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,9.15835722
38,12-07-2020,12,7,2020,85,16,Afghanistan,AF,AFG,38041757,Asia,10.08102754
39,11-07-2020,11,7,2020,458,37,Afghanistan,AF,AFG,38041757,Asia,10.29132277
40,10-07-2020,10,7,2020,255,20,Afghanistan,AF,AFG,38041757,Asia,9.81290112
41,09-07-2020,9,7,2020,59,1,Afghanistan,AF,AFG,38041757,Asia,10.35178265
42,08-07-2020,8,7,2020,210,16,Afghanistan,AF,AFG,38041757,Asia,10.81180346
43,07-07-2020,7,7,2020,433,56,Afghanistan,AF,AFG,38041757,Asia,11.14827583
44,06-07-2020,6,7,2020,279,38,Afghanistan,AF,AFG,38041757,Asia,10.82494691
45,05-07-2020,5,7,2020,348,7,Afghanistan,AF,AFG,38041757,Asia,11.16667666
46,04-07-2020,4,7,2020,302,12,Afghanistan,AF,AFG,38041757,Asia,11.68715735
47,03-07-2020,3,7,2020,186,33,Afghanistan,AF,AFG,38041757,Asia,11.80281973
48,02-07-2020,2,7,2020,319,28,Afghanistan,AF,AFG,38041757,Asia,13.04356158
49,01-07-2020,1,7,2020,279,13,Afghanistan,AF,AFG,38041757,Asia,13.68759072
50,30-06-2020,30,6,2020,271,12,Afghanistan,AF,AFG,38041757,Asia,15.01245066
51,29-06-2020,29,6,2020,351,18,Afghanistan,AF,AFG,38041757,Asia,16.30050894
52,28-06-2020,28,6,2020,165,20,Afghanistan,AF,AFG,38041757,Asia,17.12328902
53,27-06-2020,27,6,2020,276,8,Afghanistan,AF,AFG,38041757,Asia,18.15110695
54,26-06-2020,26,6,2020,460,36,Afghanistan,AF,AFG,38041757,Asia,19.15000929
55,25-06-2020,25,6,2020,234,21,Afghanistan,AF,AFG,38041757,Asia,19.90444343
56,24-06-2020,24,6,2020,338,20,Afghanistan,AF,AFG,38041757,Asia,21.08735409
57,23-06-2020,23,6,2020,310,17,Afghanistan,AF,AFG,38041757,Asia,21.62360692
58,22-06-2020,22,6,2020,409,12,Afghanistan,AF,AFG,38041757,Asia,22.32020987
59,21-06-2020,21,6,2020,546,21,Afghanistan,AF,AFG,38041757,Asia,23.32436959
60,20-06-2020,20,6,2020,346,2,Afghanistan,AF,AFG,38041757,Asia,23.41900244
61,19-06-2020,19,6,2020,658,42,Afghanistan,AF,AFG,38041757,Asia,24.91472726
62,18-06-2020,18,6,2020,564,13,Afghanistan,AF,AFG,38041757,Asia,25.25382831
63,17-06-2020,17,6,2020,783,13,Afghanistan,AF,AFG,38041757,Asia,25.76379424
64,16-06-2020,16,6,2020,761,7,Afghanistan,AF,AFG,38041757,Asia,25.70070567
65,15-06-2020,15,6,2020,664,20,Afghanistan,AF,AFG,38041757,Asia,25.13290856
66,14-06-2020,14,6,2020,556,5,Afghanistan,AF,AFG,38041757,Asia,25.1749676
67,13-06-2020,13,6,2020,656,20,Afghanistan,AF,AFG,38041757,Asia,25.98986161
68,12-06-2020,12,6,2020,747,21,Afghanistan,AF,AFG,38041757,Asia,25.90311483
69,11-06-2020,11,6,2020,684,21,Afghanistan,AF,AFG,38041757,Asia,25.46412354
70,10-06-2020,10,6,2020,542,15,Afghanistan,AF,AFG,38041757,Asia,25.30903081
71,09-06-2020,9,6,2020,575,12,Afghanistan,AF,AFG,38041757,Asia,25.61395889
72,08-06-2020,8,6,2020,791,30,Afghanistan,AF,AFG,38041757,Asia,25.65601794
73,07-06-2020,7,6,2020,582,18,Afghanistan,AF,AFG,38041757,Asia,25.11187903
74,06-06-2020,6,6,2020,915,9,Afghanistan,AF,AFG,38041757,Asia,25.63761711
75,05-06-2020,5,6,2020,787,6,Afghanistan,AF,AFG,38041757,Asia,24.65185822
76,04-06-2020,4,6,2020,758,24,Afghanistan,AF,AFG,38041757,Asia,23.97891349
77,03-06-2020,3,6,2020,759,5,Afghanistan,AF,AFG,38041757,Asia,23.27968185
78,02-06-2020,2,6,2020,545,8,Afghanistan,AF,AFG,38041757,Asia,22.81177497
79,01-06-2020,1,6,2020,680,8,Afghanistan,AF,AFG,38041757,Asia,22.45164439
80,31-05-2020,31,5,2020,866,3,Afghanistan,AF,AFG,38041757,Asia,21.35285181
81,30-05-2020,30,5,2020,623,11,Afghanistan,AF,AFG,38041757,Asia,19.07640596
82,29-05-2020,29,5,2020,580,8,Afghanistan,AF,AFG,38041757,Asia,20.23302972
83,28-05-2020,28,5,2020,625,7,Afghanistan,AF,AFG,38041757,Asia,19.00543132
84,27-05-2020,27,5,2020,658,1,Afghanistan,AF,AFG,38041757,Asia,18.04333065
85,26-05-2020,26,5,2020,591,1,Afghanistan,AF,AFG,38041757,Asia,17.04968569
86,25-05-2020,25,5,2020,584,2,Afghanistan,AF,AFG,38041757,Asia,16.24530644
87,24-05-2020,24,5,2020,782,11,Afghanistan,AF,AFG,38041757,Asia,15.68013801
88,23-05-2020,23,5,2020,540,12,Afghanistan,AF,AFG,38041757,Asia,14.29481819
89,22-05-2020,22,5,2020,531,6,Afghanistan,AF,AFG,38041757,Asia,13.44049382
90,21-05-2020,21,5,2020,492,9,Afghanistan,AF,AFG,38041757,Asia,12.49416529
91,20-05-2020,20,5,2020,581,5,Afghanistan,AF,AFG,38041757,Asia,11.64246962
92,19-05-2020,19,5,2020,408,4,Afghanistan,AF,AFG,38041757,Asia,10.98266833
93,18-05-2020,18,5,2020,262,1,Afghanistan,AF,AFG,38041757,Asia,10.40961384
94,17-05-2020,17,5,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,10.3386392
95,16-05-2020,16,5,2020,1063,32,Afghanistan,AF,AFG,38041757,Asia,10.6908837
96,15-05-2020,15,5,2020,113,6,Afghanistan,AF,AFG,38041757,Asia,8.32769107
97,14-05-2020,14,5,2020,259,3,Afghanistan,AF,AFG,38041757,Asia,8.61421832
98,13-05-2020,13,5,2020,280,5,Afghanistan,AF,AFG,38041757,Asia,8.25408774
99,12-05-2020,12,5,2020,285,2,Afghanistan,AF,AFG,38041757,Asia,7.84401204
100,11-05-2020,11,5,2020,369,5,Afghanistan,AF,AFG,38041757,Asia,7.54697003
101,10-05-2020,10,5,2020,255,6,Afghanistan,AF,AFG,38041757,Asia,6.75573423
102,09-05-2020,9,5,2020,215,3,Afghanistan,AF,AFG,38041757,Asia,6.37983151
103,08-05-2020,8,5,2020,171,2,Afghanistan,AF,AFG,38041757,Asia,5.99867141
104,07-05-2020,7,5,2020,168,9,Afghanistan,AF,AFG,38041757,Asia,5.82517784
105,06-05-2020,6,5,2020,330,5,Afghanistan,AF,AFG,38041757,Asia,5.60436785
106,05-05-2020,5,5,2020,190,5,Afghanistan,AF,AFG,38041757,Asia,4.89725015
107,04-05-2020,4,5,2020,235,13,Afghanistan,AF,AFG,38041757,Asia,4.48980314
108,03-05-2020,3,5,2020,134,4,Afghanistan,AF,AFG,38041757,Asia,4.10338566
109,02-05-2020,2,5,2020,164,4,Afghanistan,AF,AFG,38041757,Asia,3.91674864
110,01-05-2020,1,5,2020,222,4,Afghanistan,AF,AFG,38041757,Asia,3.61970663
111,30-04-2020,30,4,2020,122,0,Afghanistan,AF,AFG,38041757,Asia,3.06242427
112,29-04-2020,29,4,2020,124,3,Afghanistan,AF,AFG,38041757,Asia,2.92573237
113,28-04-2020,28,4,2020,172,0,Afghanistan,AF,AFG,38041757,Asia,2.7285806
114,27-04-2020,27,4,2020,68,10,Afghanistan,AF,AFG,38041757,Asia,2.42890989
115,26-04-2020,26,4,2020,112,4,Afghanistan,AF,AFG,38041757,Asia,2.38685085
116,25-04-2020,25,4,2020,70,1,Afghanistan,AF,AFG,38041757,Asia,2.181813
117,24-04-2020,24,4,2020,105,2,Afghanistan,AF,AFG,38041757,Asia,2.09506622
118,23-04-2020,23,4,2020,84,4,Afghanistan,AF,AFG,38041757,Asia,1.97940384
119,22-04-2020,22,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.90580051
120,21-04-2020,21,4,2020,35,2,Afghanistan,AF,AFG,38041757,Asia,1.82431111
121,20-04-2020,20,4,2020,88,3,Afghanistan,AF,AFG,38041757,Asia,1.83219718
122,19-04-2020,19,4,2020,63,0,Afghanistan,AF,AFG,38041757,Asia,1.67710445
123,18-04-2020,18,4,2020,51,1,Afghanistan,AF,AFG,38041757,Asia,1.60350112
124,17-04-2020,17,4,2020,10,4,Afghanistan,AF,AFG,38041757,Asia,1.46943791
125,16-04-2020,16,4,2020,70,2,Afghanistan,AF,AFG,38041757,Asia,1.55618469
126,15-04-2020,15,4,2020,49,2,Afghanistan,AF,AFG,38041757,Asia,1.44052232
127,14-04-2020,14,4,2020,58,3,Afghanistan,AF,AFG,38041757,Asia,1.37743375
128,13-04-2020,13,4,2020,52,0,Afghanistan,AF,AFG,38041757,Asia,1.29594435
129,12-04-2020,12,4,2020,34,3,Afghanistan,AF,AFG,38041757,Asia,1.18028197
130,11-04-2020,11,4,2020,37,0,Afghanistan,AF,AFG,38041757,Asia,1.13033686
131,10-04-2020,10,4,2020,61,1,Afghanistan,AF,AFG,38041757,Asia,1.07513436
132,09-04-2020,9,4,2020,56,3,Afghanistan,AF,AFG,38041757,Asia,0.91478425
133,08-04-2020,8,4,2020,30,4,Afghanistan,AF,AFG,38041757,Asia,0.85432437
134,07-04-2020,7,4,2020,38,0,Afghanistan,AF,AFG,38041757,Asia,0.78072104
135,06-04-2020,6,4,2020,29,2,Afghanistan,AF,AFG,38041757,Asia,0.69660295
136,05-04-2020,5,4,2020,35,1,Afghanistan,AF,AFG,38041757,Asia,0.64665783
137,04-04-2020,4,4,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.55465367
138,03-04-2020,3,4,2020,43,0,Afghanistan,AF,AFG,38041757,Asia,0.55991105
139,02-04-2020,2,4,2020,26,0,Afghanistan,AF,AFG,38041757,Asia,0.44687736
140,01-04-2020,1,4,2020,25,0,Afghanistan,AF,AFG,38041757,Asia,0.37853141
141,31-03-2020,31,3,2020,27,0,Afghanistan,AF,AFG,38041757,Asia,0.31544284
142,30-03-2020,30,3,2020,8,1,Afghanistan,AF,AFG,38041757,Asia,0.25761166
143,29-03-2020,29,3,2020,15,1,Afghanistan,AF,AFG,38041757,Asia,0.25235427
144,28-03-2020,28,3,2020,16,1,Afghanistan,AF,AFG,38041757,Asia,0.22080999
145,27-03-2020,27,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.18663702
146,26-03-2020,26,3,2020,33,0,Afghanistan,AF,AFG,38041757,Asia,0.19452309
147,25-03-2020,25,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.1077763
148,24-03-2020,24,3,2020,6,1,Afghanistan,AF,AFG,38041757,Asia,0.10251892
149,23-03-2020,23,3,2020,10,0,Afghanistan,AF,AFG,38041757,Asia,0.08674678
150,22-03-2020,22,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
151,21-03-2020,21,3,2020,2,0,Afghanistan,AF,AFG,38041757,Asia,0.06045988
152,20-03-2020,20,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
153,19-03-2020,19,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
154,18-03-2020,18,3,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.05783119
155,17-03-2020,17,3,2020,5,0,Afghanistan,AF,AFG,38041757,Asia,0.0552025
156,16-03-2020,16,3,2020,6,0,Afghanistan,AF,AFG,38041757,Asia,0.04205905
157,15-03-2020,15,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.0262869
158,11-03-2020,11,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01840083
159,08-03-2020,8,3,2020,3,0,Afghanistan,AF,AFG,38041757,Asia,0.01051476
160,02-03-2020,2,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
161,01-03-2020,1,3,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
162,29-02-2020,29,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
163,28-02-2020,28,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
164,27-02-2020,27,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
165,26-02-2020,26,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
166,25-02-2020,25,2,2020,1,0,Afghanistan,AF,AFG,38041757,Asia,0.00262869
167,24-02-2020,24,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
168,23-02-2020,23,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
169,22-02-2020,22,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
170,21-02-2020,21,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
171,20-02-2020,20,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
172,19-02-2020,19,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
173,18-02-2020,18,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
174,17-02-2020,17,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
175,16-02-2020,16,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
176,15-02-2020,15,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
177,14-02-2020,14,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
178,13-02-2020,13,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
179,12-02-2020,12,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
180,11-02-2020,11,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
181,10-02-2020,10,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
182,09-02-2020,9,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
183,08-02-2020,8,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
184,07-02-2020,7,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
185,06-02-2020,6,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
186,05-02-2020,5,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
187,04-02-2020,4,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
188,03-02-2020,3,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
189,02-02-2020,2,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
190,01-02-2020,1,2,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
191,31-01-2020,31,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
192,30-01-2020,30,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
193,29-01-2020,29,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
194,28-01-2020,28,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
195,27-01-2020,27,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
196,26-01-2020,26,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
197,25-01-2020,25,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
198,24-01-2020,24,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
199,23-01-2020,23,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
200,22-01-2020,22,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
201,21-01-2020,21,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
202,20-01-2020,20,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
203,19-01-2020,19,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
204,18-01-2020,18,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
205,17-01-2020,17,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
206,16-01-2020,16,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
207,15-01-2020,15,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
208,14-01-2020,14,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
209,13-01-2020,13,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,0
210,12-01-2020,12,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
211,11-01-2020,11,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
212,10-01-2020,10,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
213,09-01-2020,9,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
214,08-01-2020,8,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
215,07-01-2020,7,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
216,06-01-2020,6,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
217,05-01-2020,5,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
218,04-01-2020,4,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
219,03-01-2020,3,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
220,02-01-2020,2,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
221,01-01-2020,1,1,2020,0,0,Afghanistan,AF,AFG,38041757,Asia,
222,31-12-2019,31,12,2019,0,0,Afghanistan,AF,AFG,38041757,Asia,
223,19-08-2020,19,8,2020,155,2,Albania,AL,ALB,2862427,Europe,66.51698017
224,18-08-2020,18,8,2020,119,2,Albania,AL,ALB,2862427,Europe,65.64359545
225,17-08-2020,17,8,2020,120,3,Albania,AL,ALB,2862427,Europe,65.01475845
226,16-08-2020,16,8,2020,143,6,Albania,AL,ALB,2862427,Europe,65.11956462
227,15-08-2020,15,8,2020,146,6,Albania,AL,ALB,2862427,Europe,64.31605068
228,14-08-2020,14,8,2020,154,5,Albania,AL,ALB,2862427,Europe,61.97537963
229,13-08-2020,13,8,2020,141,3,Albania,AL,ALB,2862427,Europe,59.80938553
230,12-08-2020,12,8,2020,140,5,Albania,AL,ALB,2862427,Europe,58.6565177
231,11-08-2020,11,8,2020,125,1,Albania,AL,ALB,2862427,Europe,57.85300376
232,10-08-2020,10,8,2020,136,6,Albania,AL,ALB,2862427,Europe,57.57352065
233,09-08-2020,9,8,2020,124,4,Albania,AL,ALB,2862427,Europe,57.22416676
234,08-08-2020,8,8,2020,135,1,Albania,AL,ALB,2862427,Europe,55.23284961
235,07-08-2020,7,8,2020,127,6,Albania,AL,ALB,2862427,Europe,54.14985256
236,06-08-2020,6,8,2020,139,6,Albania,AL,ALB,2862427,Europe,53.48608017
237,05-08-2020,5,8,2020,130,4,Albania,AL,ALB,2862427,Europe,51.00566757
238,04-08-2020,4,8,2020,101,6,Albania,AL,ALB,2862427,Europe,50.62137829
239,03-08-2020,3,8,2020,123,5,Albania,AL,ALB,2862427,Europe,49.92267052
240,02-08-2020,2,8,2020,120,4,Albania,AL,ALB,2862427,Europe,48.49031958
241,01-08-2020,1,8,2020,79,3,Albania,AL,ALB,2862427,Europe,47.86148258
242,31-07-2020,31,7,2020,92,4,Albania,AL,ALB,2862427,Europe,47.02303325
243,30-07-2020,30,7,2020,108,2,Albania,AL,ALB,2862427,Europe,47.26758097
244,29-07-2020,29,7,2020,117,4,Albania,AL,ALB,2862427,Europe,46.46406703
245,28-07-2020,28,7,2020,117,6,Albania,AL,ALB,2862427,Europe,45.73042387
246,27-07-2020,27,7,2020,126,4,Albania,AL,ALB,2862427,Europe,45.73042387
247,26-07-2020,26,7,2020,67,6,Albania,AL,ALB,2862427,Europe,44.22820215
248,25-07-2020,25,7,2020,104,5,Albania,AL,ALB,2862427,Europe,45.13652226
249,24-07-2020,24,7,2020,108,3,Albania,AL,ALB,2862427,Europe,44.64742682
250,23-07-2020,23,7,2020,68,3,Albania,AL,ALB,2862427,Europe,43.73910671
251,22-07-2020,22,7,2020,119,4,Albania,AL,ALB,2862427,Europe,43.73910671
252,21-07-2020,21,7,2020,81,1,Albania,AL,ALB,2862427,Europe,42.16701422
253,20-07-2020,20,7,2020,82,1,Albania,AL,ALB,2862427,Europe,41.81766033
254,19-07-2020,19,7,2020,102,4,Albania,AL,ALB,2862427,Europe,41.53817722
255,18-07-2020,18,7,2020,55,3,Albania,AL,ALB,2862427,Europe,40.31543861
256,17-07-2020,17,7,2020,99,3,Albania,AL,ALB,2862427,Europe,41.53817722
257,16-07-2020,16,7,2020,85,4,Albania,AL,ALB,2862427,Europe,40.94427561
258,15-07-2020,15,7,2020,96,2,Albania,AL,ALB,2862427,Europe,39.54686006
259,14-07-2020,14,7,2020,117,2,Albania,AL,ALB,2862427,Europe,38.60360456
260,13-07-2020,13,7,2020,83,4,Albania,AL,ALB,2862427,Europe,36.75202896
261,12-07-2020,12,7,2020,93,4,Albania,AL,ALB,2862427,Europe,36.36773968
262,11-07-2020,11,7,2020,90,2,Albania,AL,ALB,2862427,Europe,35.24980724
263,10-07-2020,10,7,2020,82,0,Albania,AL,ALB,2862427,Europe,34.79564719
264,09-07-2020,9,7,2020,68,2,Albania,AL,ALB,2862427,Europe,34.65590564
265,08-07-2020,8,7,2020,74,2,Albania,AL,ALB,2862427,Europe,34.62097025
266,07-07-2020,7,7,2020,71,3,Albania,AL,ALB,2862427,Europe,33.85239169
267,06-07-2020,6,7,2020,74,2,Albania,AL,ALB,2862427,Europe,33.74758553
268,05-07-2020,5,7,2020,67,2,Albania,AL,ALB,2862427,Europe,32.42004076
269,04-07-2020,4,7,2020,90,3,Albania,AL,ALB,2862427,Europe,31.93094531
270,03-07-2020,3,7,2020,82,4,Albania,AL,ALB,2862427,Europe,30.53352976
271,02-07-2020,2,7,2020,45,3,Albania,AL,ALB,2862427,Europe,29.97456354
272,01-07-2020,1,7,2020,69,4,Albania,AL,ALB,2862427,Europe,30.14924049
273,30-06-2020,30,6,2020,64,3,Albania,AL,ALB,2862427,Europe,30.60340054
274,29-06-2020,29,6,2020,72,2,Albania,AL,ALB,2862427,Europe,30.77807748
275,28-06-2020,28,6,2020,61,2,Albania,AL,ALB,2862427,Europe,30.25404665
276,27-06-2020,27,6,2020,77,2,Albania,AL,ALB,2862427,Europe,29.7998866
277,26-06-2020,26,6,2020,78,2,Albania,AL,ALB,2862427,Europe,28.19285872
278,25-06-2020,25,6,2020,67,2,Albania,AL,ALB,2862427,Europe,27.0050555
279,24-06-2020,24,6,2020,52,1,Albania,AL,ALB,2862427,Europe,26.13167078
280,23-06-2020,23,6,2020,68,0,Albania,AL,ALB,2862427,Europe,25.57270456
281,22-06-2020,22,6,2020,36,1,Albania,AL,ALB,2862427,Europe,23.79099974
282,21-06-2020,21,6,2020,53,1,Albania,AL,ALB,2862427,Europe,23.02242118
283,20-06-2020,20,6,2020,50,3,Albania,AL,ALB,2862427,Europe,21.86955335
284,19-06-2020,19,6,2020,66,1,Albania,AL,ALB,2862427,Europe,20.64681475
285,18-06-2020,18,6,2020,50,1,Albania,AL,ALB,2862427,Europe,18.79523914
286,17-06-2020,17,6,2020,82,1,Albania,AL,ALB,2862427,Europe,17.74717748
287,16-06-2020,16,6,2020,69,0,Albania,AL,ALB,2862427,Europe,15.61611877
288,15-06-2020,15,6,2020,57,0,Albania,AL,ALB,2862427,Europe,13.41518928
289,14-06-2020,14,6,2020,48,0,Albania,AL,ALB,2862427,Europe,11.94790295
290,13-06-2020,13,6,2020,31,1,Albania,AL,ALB,2862427,Europe,11.07451823
291,12-06-2020,12,6,2020,44,1,Albania,AL,ALB,2862427,Europe,10.79503512
292,11-06-2020,11,6,2020,42,0,Albania,AL,ALB,2862427,Europe,10.16619812
293,10-06-2020,10,6,2020,36,0,Albania,AL,ALB,2862427,Europe,9.43255496
294,09-06-2020,9,6,2020,17,0,Albania,AL,ALB,2862427,Europe,9.04826569
295,08-06-2020,8,6,2020,14,0,Albania,AL,ALB,2862427,Europe,8.66397641
296,07-06-2020,7,6,2020,20,1,Albania,AL,ALB,2862427,Europe,8.48929947
297,06-06-2020,6,6,2020,15,0,Albania,AL,ALB,2862427,Europe,8.0700748
298,05-06-2020,5,6,2020,13,0,Albania,AL,ALB,2862427,Europe,7.96526863
